file,label,score
/Users/muradbozik/_datasets/Faces/seed2329.png,"(38, 43)",0.98
/Users/muradbozik/_datasets/Faces/seed23290.png,"(15, 20)",0.86
/Users/muradbozik/_datasets/Faces/seed23291.png,"(38, 43)",0.82
/Users/muradbozik/_datasets/Faces/seed23292.png,"(4, 6)",0.92
/Users/muradbozik/_datasets/Faces/seed23293.png,"(15, 20)",0.97
/Users/muradbozik/_datasets/Faces/seed23294.png,"(60, 100)",0.78
/Users/muradbozik/_datasets/Faces/seed23295.png,"(38, 43)",0.66
/Users/muradbozik/_datasets/Faces/seed23296.png,"(25, 32)",0.74
/Users/muradbozik/_datasets/Faces/seed23297.png,"(4, 6)",0.84
/Users/muradbozik/_datasets/Faces/seed23298.png,"(4, 6)",0.93
/Users/muradbozik/_datasets/Faces/seed23299.png,"(15, 20)",0.46
/Users/muradbozik/_datasets/Faces/seed2330.png,"(48, 53)",0.6
/Users/muradbozik/_datasets/Faces/seed23300.png,"(25, 32)",0.77
/Users/muradbozik/_datasets/Faces/seed23301.png,"(38, 43)",0.76
/Users/muradbozik/_datasets/Faces/seed23302.png,"(38, 43)",0.43
/Users/muradbozik/_datasets/Faces/seed23303.png,"(25, 32)",0.54
/Users/muradbozik/_datasets/Faces/seed23304.png,"(38, 43)",0.55
/Users/muradbozik/_datasets/Faces/seed23306.png,"(15, 20)",0.9
/Users/muradbozik/_datasets/Faces/seed23307.png,"(38, 43)",0.4
/Users/muradbozik/_datasets/Faces/seed23308.png,"(15, 20)",0.58
/Users/muradbozik/_datasets/Faces/seed23309.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed2331.png,"(25, 32)",0.92
/Users/muradbozik/_datasets/Faces/seed23310.png,"(15, 20)",0.66
/Users/muradbozik/_datasets/Faces/seed23311.png,"(38, 43)",0.68
/Users/muradbozik/_datasets/Faces/seed23312.png,"(25, 32)",0.92
/Users/muradbozik/_datasets/Faces/seed23313.png,"(38, 43)",0.97
/Users/muradbozik/_datasets/Faces/seed23314.png,"(25, 32)",0.62
/Users/muradbozik/_datasets/Faces/seed23315.png,"(25, 32)",0.82
/Users/muradbozik/_datasets/Faces/seed23316.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed23317.png,"(15, 20)",0.65
/Users/muradbozik/_datasets/Faces/seed23318.png,"(15, 20)",0.98
/Users/muradbozik/_datasets/Faces/seed23319.png,"(4, 6)",0.97
/Users/muradbozik/_datasets/Faces/seed2332.png,"(25, 32)",0.54
/Users/muradbozik/_datasets/Faces/seed23320.png,"(60, 100)",0.96
/Users/muradbozik/_datasets/Faces/seed23321.png,"(4, 6)",0.87
/Users/muradbozik/_datasets/Faces/seed23322.png,"(25, 32)",0.45
/Users/muradbozik/_datasets/Faces/seed23323.png,"(25, 32)",0.79
/Users/muradbozik/_datasets/Faces/seed23324.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed23326.png,"(15, 20)",0.38
/Users/muradbozik/_datasets/Faces/seed23327.png,"(25, 32)",0.71
/Users/muradbozik/_datasets/Faces/seed23328.png,"(4, 6)",1.0
/Users/muradbozik/_datasets/Faces/seed23329.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed2333.png,"(4, 6)",0.96
/Users/muradbozik/_datasets/Faces/seed23330.png,"(25, 32)",0.32
/Users/muradbozik/_datasets/Faces/seed23331.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23332.png,"(60, 100)",0.76
/Users/muradbozik/_datasets/Faces/seed23333.png,"(60, 100)",0.77
/Users/muradbozik/_datasets/Faces/seed23334.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23335.png,"(4, 6)",0.95
/Users/muradbozik/_datasets/Faces/seed23336.png,"(38, 43)",0.97
/Users/muradbozik/_datasets/Faces/seed23337.png,"(8, 12)",0.57
/Users/muradbozik/_datasets/Faces/seed23338.png,"(25, 32)",0.64
/Users/muradbozik/_datasets/Faces/seed23339.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed2334.png,"(25, 32)",0.88
/Users/muradbozik/_datasets/Faces/seed23340.png,"(8, 12)",0.59
/Users/muradbozik/_datasets/Faces/seed23341.png,"(15, 20)",0.94
/Users/muradbozik/_datasets/Faces/seed23342.png,"(25, 32)",0.61
/Users/muradbozik/_datasets/Faces/seed23343.png,"(25, 32)",0.54
/Users/muradbozik/_datasets/Faces/seed23345.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23346.png,"(15, 20)",0.55
/Users/muradbozik/_datasets/Faces/seed23347.png,"(4, 6)",0.73
/Users/muradbozik/_datasets/Faces/seed23348.png,"(38, 43)",0.39
/Users/muradbozik/_datasets/Faces/seed2335.png,"(38, 43)",0.8
/Users/muradbozik/_datasets/Faces/seed23350.png,"(38, 43)",0.55
/Users/muradbozik/_datasets/Faces/seed23351.png,"(38, 43)",0.6
/Users/muradbozik/_datasets/Faces/seed23352.png,"(38, 43)",0.73
/Users/muradbozik/_datasets/Faces/seed23353.png,"(38, 43)",0.7
/Users/muradbozik/_datasets/Faces/seed23354.png,"(15, 20)",0.38
/Users/muradbozik/_datasets/Faces/seed23355.png,"(48, 53)",0.76
/Users/muradbozik/_datasets/Faces/seed23356.png,"(8, 12)",0.81
/Users/muradbozik/_datasets/Faces/seed23357.png,"(38, 43)",0.75
/Users/muradbozik/_datasets/Faces/seed23358.png,"(4, 6)",0.98
/Users/muradbozik/_datasets/Faces/seed23359.png,"(25, 32)",0.92
/Users/muradbozik/_datasets/Faces/seed2336.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23360.png,"(25, 32)",0.94
/Users/muradbozik/_datasets/Faces/seed23361.png,"(60, 100)",0.99
/Users/muradbozik/_datasets/Faces/seed23362.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed23363.png,"(4, 6)",0.49
/Users/muradbozik/_datasets/Faces/seed23364.png,"(4, 6)",0.93
/Users/muradbozik/_datasets/Faces/seed23365.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed23366.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23367.png,"(38, 43)",0.73
/Users/muradbozik/_datasets/Faces/seed23368.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23369.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed2337.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed23370.png,"(60, 100)",0.99
/Users/muradbozik/_datasets/Faces/seed23371.png,"(25, 32)",0.85
/Users/muradbozik/_datasets/Faces/seed23372.png,"(25, 32)",0.8
/Users/muradbozik/_datasets/Faces/seed23373.png,"(38, 43)",0.37
/Users/muradbozik/_datasets/Faces/seed23374.png,"(38, 43)",0.93
/Users/muradbozik/_datasets/Faces/seed23375.png,"(38, 43)",0.77
/Users/muradbozik/_datasets/Faces/seed23376.png,"(8, 12)",0.98
/Users/muradbozik/_datasets/Faces/seed23377.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23378.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23379.png,"(25, 32)",0.78
/Users/muradbozik/_datasets/Faces/seed23380.png,"(4, 6)",0.94
/Users/muradbozik/_datasets/Faces/seed23381.png,"(25, 32)",0.82
/Users/muradbozik/_datasets/Faces/seed23382.png,"(38, 43)",0.69
/Users/muradbozik/_datasets/Faces/seed23383.png,"(25, 32)",0.77
/Users/muradbozik/_datasets/Faces/seed23384.png,"(25, 32)",0.55
/Users/muradbozik/_datasets/Faces/seed23385.png,"(38, 43)",0.58
/Users/muradbozik/_datasets/Faces/seed23386.png,"(38, 43)",0.96
/Users/muradbozik/_datasets/Faces/seed23387.png,"(48, 53)",0.37
/Users/muradbozik/_datasets/Faces/seed23388.png,"(48, 53)",0.69
/Users/muradbozik/_datasets/Faces/seed23389.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed2339.png,"(38, 43)",0.67
/Users/muradbozik/_datasets/Faces/seed23390.png,"(15, 20)",0.39
/Users/muradbozik/_datasets/Faces/seed23391.png,"(60, 100)",0.92
/Users/muradbozik/_datasets/Faces/seed23392.png,"(60, 100)",0.59
/Users/muradbozik/_datasets/Faces/seed23393.png,"(25, 32)",0.76
/Users/muradbozik/_datasets/Faces/seed23394.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23395.png,"(25, 32)",0.77
/Users/muradbozik/_datasets/Faces/seed23396.png,"(38, 43)",0.61
/Users/muradbozik/_datasets/Faces/seed23397.png,"(4, 6)",0.99
/Users/muradbozik/_datasets/Faces/seed23398.png,"(25, 32)",0.64
/Users/muradbozik/_datasets/Faces/seed2340.png,"(38, 43)",0.55
/Users/muradbozik/_datasets/Faces/seed23400.png,"(25, 32)",0.83
/Users/muradbozik/_datasets/Faces/seed23401.png,"(25, 32)",0.7
/Users/muradbozik/_datasets/Faces/seed23402.png,"(25, 32)",0.94
/Users/muradbozik/_datasets/Faces/seed23403.png,"(4, 6)",0.97
/Users/muradbozik/_datasets/Faces/seed23404.png,"(4, 6)",0.84
/Users/muradbozik/_datasets/Faces/seed23405.png,"(25, 32)",0.62
/Users/muradbozik/_datasets/Faces/seed23406.png,"(15, 20)",0.5
/Users/muradbozik/_datasets/Faces/seed23407.png,"(48, 53)",0.84
/Users/muradbozik/_datasets/Faces/seed23408.png,"(15, 20)",0.72
/Users/muradbozik/_datasets/Faces/seed23409.png,"(15, 20)",0.52
/Users/muradbozik/_datasets/Faces/seed2341.png,"(48, 53)",0.65
/Users/muradbozik/_datasets/Faces/seed23410.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23411.png,"(48, 53)",0.51
/Users/muradbozik/_datasets/Faces/seed23412.png,"(4, 6)",0.42
/Users/muradbozik/_datasets/Faces/seed23413.png,"(25, 32)",0.53
/Users/muradbozik/_datasets/Faces/seed23414.png,"(38, 43)",0.77
/Users/muradbozik/_datasets/Faces/seed23415.png,"(48, 53)",0.77
/Users/muradbozik/_datasets/Faces/seed23416.png,"(15, 20)",0.93
/Users/muradbozik/_datasets/Faces/seed23417.png,"(25, 32)",0.72
/Users/muradbozik/_datasets/Faces/seed23419.png,"(4, 6)",0.81
/Users/muradbozik/_datasets/Faces/seed2342.png,"(25, 32)",0.84
/Users/muradbozik/_datasets/Faces/seed23420.png,"(38, 43)",0.87
/Users/muradbozik/_datasets/Faces/seed23422.png,"(15, 20)",0.48
/Users/muradbozik/_datasets/Faces/seed23423.png,"(48, 53)",0.66
/Users/muradbozik/_datasets/Faces/seed23424.png,"(15, 20)",0.59
/Users/muradbozik/_datasets/Faces/seed23425.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed23426.png,"(38, 43)",0.53
/Users/muradbozik/_datasets/Faces/seed23427.png,"(4, 6)",0.96
/Users/muradbozik/_datasets/Faces/seed23428.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23429.png,"(48, 53)",0.8
/Users/muradbozik/_datasets/Faces/seed2343.png,"(60, 100)",0.63
/Users/muradbozik/_datasets/Faces/seed23430.png,"(25, 32)",0.9
/Users/muradbozik/_datasets/Faces/seed23431.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed23432.png,"(0, 2)",0.95
/Users/muradbozik/_datasets/Faces/seed23433.png,"(38, 43)",0.48
/Users/muradbozik/_datasets/Faces/seed23434.png,"(48, 53)",0.56
/Users/muradbozik/_datasets/Faces/seed23436.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23437.png,"(38, 43)",0.82
/Users/muradbozik/_datasets/Faces/seed23438.png,"(15, 20)",0.43
/Users/muradbozik/_datasets/Faces/seed23439.png,"(25, 32)",0.54
/Users/muradbozik/_datasets/Faces/seed2344.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23440.png,"(25, 32)",0.33
/Users/muradbozik/_datasets/Faces/seed23441.png,"(38, 43)",0.6
/Users/muradbozik/_datasets/Faces/seed23442.png,"(8, 12)",0.37
/Users/muradbozik/_datasets/Faces/seed23443.png,"(25, 32)",0.91
/Users/muradbozik/_datasets/Faces/seed23444.png,"(25, 32)",0.75
/Users/muradbozik/_datasets/Faces/seed23445.png,"(60, 100)",0.9
/Users/muradbozik/_datasets/Faces/seed23446.png,"(38, 43)",0.76
/Users/muradbozik/_datasets/Faces/seed23447.png,"(15, 20)",0.97
/Users/muradbozik/_datasets/Faces/seed23448.png,"(48, 53)",0.71
/Users/muradbozik/_datasets/Faces/seed23449.png,"(4, 6)",0.91
/Users/muradbozik/_datasets/Faces/seed2345.png,"(8, 12)",0.76
/Users/muradbozik/_datasets/Faces/seed23450.png,"(25, 32)",0.81
/Users/muradbozik/_datasets/Faces/seed23451.png,"(38, 43)",0.88
/Users/muradbozik/_datasets/Faces/seed23452.png,"(25, 32)",0.36
/Users/muradbozik/_datasets/Faces/seed23453.png,"(25, 32)",0.49
/Users/muradbozik/_datasets/Faces/seed23454.png,"(38, 43)",0.82
/Users/muradbozik/_datasets/Faces/seed23455.png,"(8, 12)",0.7
/Users/muradbozik/_datasets/Faces/seed23456.png,"(0, 2)",1.0
/Users/muradbozik/_datasets/Faces/seed23457.png,"(8, 12)",0.79
/Users/muradbozik/_datasets/Faces/seed23458.png,"(25, 32)",0.73
/Users/muradbozik/_datasets/Faces/seed23459.png,"(25, 32)",0.78
/Users/muradbozik/_datasets/Faces/seed2346.png,"(0, 2)",0.37
/Users/muradbozik/_datasets/Faces/seed23460.png,"(25, 32)",0.38
/Users/muradbozik/_datasets/Faces/seed23461.png,"(38, 43)",0.34
/Users/muradbozik/_datasets/Faces/seed23462.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23463.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23464.png,"(4, 6)",0.75
/Users/muradbozik/_datasets/Faces/seed23465.png,"(15, 20)",0.38
/Users/muradbozik/_datasets/Faces/seed23466.png,"(8, 12)",0.74
/Users/muradbozik/_datasets/Faces/seed23468.png,"(0, 2)",1.0
/Users/muradbozik/_datasets/Faces/seed23469.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed2347.png,"(8, 12)",0.59
/Users/muradbozik/_datasets/Faces/seed23470.png,"(25, 32)",0.87
/Users/muradbozik/_datasets/Faces/seed23471.png,"(4, 6)",0.64
/Users/muradbozik/_datasets/Faces/seed23472.png,"(15, 20)",0.82
/Users/muradbozik/_datasets/Faces/seed23475.png,"(0, 2)",0.99
/Users/muradbozik/_datasets/Faces/seed23476.png,"(25, 32)",0.91
/Users/muradbozik/_datasets/Faces/seed23477.png,"(25, 32)",0.7
/Users/muradbozik/_datasets/Faces/seed23478.png,"(38, 43)",0.97
/Users/muradbozik/_datasets/Faces/seed23479.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed2348.png,"(0, 2)",1.0
/Users/muradbozik/_datasets/Faces/seed23480.png,"(25, 32)",0.57
/Users/muradbozik/_datasets/Faces/seed23482.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed23483.png,"(38, 43)",0.86
/Users/muradbozik/_datasets/Faces/seed23484.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed23485.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed23486.png,"(8, 12)",0.34
/Users/muradbozik/_datasets/Faces/seed23488.png,"(38, 43)",0.85
/Users/muradbozik/_datasets/Faces/seed23489.png,"(25, 32)",0.87
/Users/muradbozik/_datasets/Faces/seed2349.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed23490.png,"(38, 43)",0.71
/Users/muradbozik/_datasets/Faces/seed23491.png,"(25, 32)",0.5
/Users/muradbozik/_datasets/Faces/seed23492.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23493.png,"(25, 32)",0.6
/Users/muradbozik/_datasets/Faces/seed23494.png,"(8, 12)",0.61
/Users/muradbozik/_datasets/Faces/seed23495.png,"(25, 32)",0.91
/Users/muradbozik/_datasets/Faces/seed23496.png,"(25, 32)",0.82
/Users/muradbozik/_datasets/Faces/seed23497.png,"(25, 32)",0.45
/Users/muradbozik/_datasets/Faces/seed23498.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23499.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed2350.png,"(25, 32)",0.94
/Users/muradbozik/_datasets/Faces/seed23500.png,"(15, 20)",0.99
/Users/muradbozik/_datasets/Faces/seed23501.png,"(15, 20)",0.69
/Users/muradbozik/_datasets/Faces/seed23502.png,"(25, 32)",0.8
/Users/muradbozik/_datasets/Faces/seed23503.png,"(8, 12)",0.61
/Users/muradbozik/_datasets/Faces/seed23504.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed23505.png,"(25, 32)",0.59
/Users/muradbozik/_datasets/Faces/seed23506.png,"(38, 43)",0.59
/Users/muradbozik/_datasets/Faces/seed23507.png,"(25, 32)",0.63
/Users/muradbozik/_datasets/Faces/seed23508.png,"(38, 43)",0.93
/Users/muradbozik/_datasets/Faces/seed23509.png,"(8, 12)",0.5
/Users/muradbozik/_datasets/Faces/seed2351.png,"(4, 6)",0.9
/Users/muradbozik/_datasets/Faces/seed23510.png,"(38, 43)",0.96
/Users/muradbozik/_datasets/Faces/seed23511.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23512.png,"(8, 12)",0.58
/Users/muradbozik/_datasets/Faces/seed23513.png,"(38, 43)",0.63
/Users/muradbozik/_datasets/Faces/seed23514.png,"(15, 20)",0.84
/Users/muradbozik/_datasets/Faces/seed23515.png,"(0, 2)",0.87
/Users/muradbozik/_datasets/Faces/seed23516.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23517.png,"(38, 43)",0.91
/Users/muradbozik/_datasets/Faces/seed23518.png,"(48, 53)",0.88
/Users/muradbozik/_datasets/Faces/seed2352.png,"(60, 100)",0.52
/Users/muradbozik/_datasets/Faces/seed23520.png,"(25, 32)",0.87
/Users/muradbozik/_datasets/Faces/seed23521.png,"(25, 32)",0.91
/Users/muradbozik/_datasets/Faces/seed23522.png,"(25, 32)",0.43
/Users/muradbozik/_datasets/Faces/seed23523.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23524.png,"(4, 6)",0.84
/Users/muradbozik/_datasets/Faces/seed23525.png,"(25, 32)",0.62
/Users/muradbozik/_datasets/Faces/seed23526.png,"(25, 32)",0.58
/Users/muradbozik/_datasets/Faces/seed23527.png,"(48, 53)",0.76
/Users/muradbozik/_datasets/Faces/seed23528.png,"(25, 32)",0.51
/Users/muradbozik/_datasets/Faces/seed23529.png,"(4, 6)",0.98
/Users/muradbozik/_datasets/Faces/seed2353.png,"(15, 20)",0.5
/Users/muradbozik/_datasets/Faces/seed23531.png,"(0, 2)",0.99
/Users/muradbozik/_datasets/Faces/seed23532.png,"(38, 43)",0.55
/Users/muradbozik/_datasets/Faces/seed23533.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed23534.png,"(8, 12)",0.84
/Users/muradbozik/_datasets/Faces/seed23536.png,"(8, 12)",0.5
/Users/muradbozik/_datasets/Faces/seed23537.png,"(38, 43)",0.85
/Users/muradbozik/_datasets/Faces/seed23538.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed23539.png,"(15, 20)",0.47
/Users/muradbozik/_datasets/Faces/seed2354.png,"(25, 32)",0.57
/Users/muradbozik/_datasets/Faces/seed23540.png,"(38, 43)",0.81
/Users/muradbozik/_datasets/Faces/seed23541.png,"(25, 32)",0.55
/Users/muradbozik/_datasets/Faces/seed23542.png,"(25, 32)",0.52
/Users/muradbozik/_datasets/Faces/seed23543.png,"(25, 32)",0.36
/Users/muradbozik/_datasets/Faces/seed23544.png,"(48, 53)",0.51
/Users/muradbozik/_datasets/Faces/seed23545.png,"(8, 12)",0.64
/Users/muradbozik/_datasets/Faces/seed23546.png,"(15, 20)",0.49
/Users/muradbozik/_datasets/Faces/seed23547.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed23549.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed2355.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed23550.png,"(48, 53)",0.49
/Users/muradbozik/_datasets/Faces/seed23551.png,"(8, 12)",0.57
/Users/muradbozik/_datasets/Faces/seed23552.png,"(25, 32)",0.88
/Users/muradbozik/_datasets/Faces/seed23553.png,"(8, 12)",0.91
/Users/muradbozik/_datasets/Faces/seed23554.png,"(48, 53)",0.88
/Users/muradbozik/_datasets/Faces/seed23555.png,"(0, 2)",0.8
/Users/muradbozik/_datasets/Faces/seed23556.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed23557.png,"(38, 43)",0.72
/Users/muradbozik/_datasets/Faces/seed23559.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed2356.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed23560.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23561.png,"(60, 100)",0.98
/Users/muradbozik/_datasets/Faces/seed23562.png,"(25, 32)",0.9
/Users/muradbozik/_datasets/Faces/seed23563.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed23564.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed23566.png,"(4, 6)",0.63
/Users/muradbozik/_datasets/Faces/seed23567.png,"(25, 32)",0.89
/Users/muradbozik/_datasets/Faces/seed23568.png,"(48, 53)",0.39
/Users/muradbozik/_datasets/Faces/seed23569.png,"(4, 6)",0.85
/Users/muradbozik/_datasets/Faces/seed2357.png,"(38, 43)",0.49
/Users/muradbozik/_datasets/Faces/seed23570.png,"(25, 32)",0.93
/Users/muradbozik/_datasets/Faces/seed23571.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23572.png,"(38, 43)",0.99
/Users/muradbozik/_datasets/Faces/seed23573.png,"(25, 32)",0.87
/Users/muradbozik/_datasets/Faces/seed23574.png,"(15, 20)",0.73
/Users/muradbozik/_datasets/Faces/seed23575.png,"(25, 32)",0.74
/Users/muradbozik/_datasets/Faces/seed23576.png,"(38, 43)",0.78
/Users/muradbozik/_datasets/Faces/seed23577.png,"(38, 43)",0.61
/Users/muradbozik/_datasets/Faces/seed23578.png,"(25, 32)",0.96
/Users/muradbozik/_datasets/Faces/seed23580.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23581.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23582.png,"(60, 100)",0.82
/Users/muradbozik/_datasets/Faces/seed23583.png,"(25, 32)",0.47
/Users/muradbozik/_datasets/Faces/seed23584.png,"(15, 20)",0.63
/Users/muradbozik/_datasets/Faces/seed23585.png,"(4, 6)",1.0
/Users/muradbozik/_datasets/Faces/seed23587.png,"(25, 32)",0.41
/Users/muradbozik/_datasets/Faces/seed23588.png,"(25, 32)",0.98
/Users/muradbozik/_datasets/Faces/seed23589.png,"(25, 32)",0.9
/Users/muradbozik/_datasets/Faces/seed2359.png,"(15, 20)",0.66
/Users/muradbozik/_datasets/Faces/seed23590.png,"(25, 32)",0.5
/Users/muradbozik/_datasets/Faces/seed23591.png,"(15, 20)",0.83
/Users/muradbozik/_datasets/Faces/seed23592.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23593.png,"(15, 20)",0.57
/Users/muradbozik/_datasets/Faces/seed23594.png,"(25, 32)",0.66
/Users/muradbozik/_datasets/Faces/seed23595.png,"(25, 32)",0.75
/Users/muradbozik/_datasets/Faces/seed23597.png,"(25, 32)",1.0
/Users/muradbozik/_datasets/Faces/seed23598.png,"(4, 6)",1.0
/Users/muradbozik/_datasets/Faces/seed23599.png,"(60, 100)",0.92
/Users/muradbozik/_datasets/Faces/seed2360.png,"(15, 20)",0.62
/Users/muradbozik/_datasets/Faces/seed23600.png,"(25, 32)",0.57
/Users/muradbozik/_datasets/Faces/seed23601.png,"(48, 53)",0.93
/Users/muradbozik/_datasets/Faces/seed23602.png,"(25, 32)",0.91
/Users/muradbozik/_datasets/Faces/seed23603.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed23604.png,"(60, 100)",0.64
/Users/muradbozik/_datasets/Faces/seed23605.png,"(25, 32)",0.68
/Users/muradbozik/_datasets/Faces/seed23606.png,"(25, 32)",0.63
/Users/muradbozik/_datasets/Faces/seed23607.png,"(38, 43)",0.86
/Users/muradbozik/_datasets/Faces/seed23608.png,"(15, 20)",0.79
/Users/muradbozik/_datasets/Faces/seed23609.png,"(25, 32)",0.38
/Users/muradbozik/_datasets/Faces/seed2361.png,"(48, 53)",0.76
/Users/muradbozik/_datasets/Faces/seed23610.png,"(25, 32)",0.48
/Users/muradbozik/_datasets/Faces/seed23611.png,"(48, 53)",0.55
/Users/muradbozik/_datasets/Faces/seed23612.png,"(25, 32)",0.44
/Users/muradbozik/_datasets/Faces/seed23613.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23614.png,"(38, 43)",0.93
/Users/muradbozik/_datasets/Faces/seed23615.png,"(25, 32)",0.82
/Users/muradbozik/_datasets/Faces/seed23616.png,"(15, 20)",0.89
/Users/muradbozik/_datasets/Faces/seed23617.png,"(4, 6)",1.0
/Users/muradbozik/_datasets/Faces/seed23618.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed23619.png,"(25, 32)",0.87
/Users/muradbozik/_datasets/Faces/seed2362.png,"(25, 32)",0.81
/Users/muradbozik/_datasets/Faces/seed23620.png,"(4, 6)",1.0
/Users/muradbozik/_datasets/Faces/seed23621.png,"(8, 12)",0.52
/Users/muradbozik/_datasets/Faces/seed23622.png,"(15, 20)",0.97
/Users/muradbozik/_datasets/Faces/seed23623.png,"(4, 6)",0.44
/Users/muradbozik/_datasets/Faces/seed23624.png,"(38, 43)",0.8
/Users/muradbozik/_datasets/Faces/seed23625.png,"(15, 20)",0.75
/Users/muradbozik/_datasets/Faces/seed23626.png,"(25, 32)",0.63
/Users/muradbozik/_datasets/Faces/seed23627.png,"(8, 12)",0.87
/Users/muradbozik/_datasets/Faces/seed23628.png,"(4, 6)",0.55
/Users/muradbozik/_datasets/Faces/seed23629.png,"(25, 32)",0.84
/Users/muradbozik/_datasets/Faces/seed2363.png,"(25, 32)",0.95
/Users/muradbozik/_datasets/Faces/seed23630.png,"(38, 43)",0.54
/Users/muradbozik/_datasets/Faces/seed23631.png,"(38, 43)",0.76
/Users/muradbozik/_datasets/Faces/seed23632.png,"(38, 43)",0.41
/Users/muradbozik/_datasets/Faces/seed23633.png,"(25, 32)",0.97
/Users/muradbozik/_datasets/Faces/seed23634.png,"(38, 43)",0.47
/Users/muradbozik/_datasets/Faces/seed23635.png,"(38, 43)",0.95
/Users/muradbozik/_datasets/Faces/seed23636.png,"(48, 53)",0.51
/Users/muradbozik/_datasets/Faces/seed23637.png,"(4, 6)",0.98
/Users/muradbozik/_datasets/Faces/seed23638.png,"(25, 32)",0.8
/Users/muradbozik/_datasets/Faces/seed23639.png,"(4, 6)",0.52
/Users/muradbozik/_datasets/Faces/seed2364.png,"(25, 32)",0.9
/Users/muradbozik/_datasets/Faces/seed23640.png,"(38, 43)",0.98
/Users/muradbozik/_datasets/Faces/seed23641.png,"(25, 32)",0.74
/Users/muradbozik/_datasets/Faces/seed23642.png,"(38, 43)",0.66
/Users/muradbozik/_datasets/Faces/seed23643.png,"(25, 32)",0.99
/Users/muradbozik/_datasets/Faces/seed23644.png,"(25, 32)",0.94
/Users/muradbozik/_datasets/Faces/seed23646.png,"(15, 20)",0.83
